Authors;Author full names;Author(s) ID;Title;Year;Fuente;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;DOI;Cited by;Link;Affiliations;Abstract;Indexed Keywords;Author Keywords;Funding Details;Funding Texts;Publisher;ISSN;ISBN;Language of Original Document;Abbreviated Source Title;Document Type;Open Access;Source
"Cevallos, MAC; Aguirre, GSB; Toledo, DAD";"Costa Cevallos, Marcelo Armando; Blacio Aguirre, Galo Stalin; Diaz Toledo, Dario Alcides";;Administer justice with artificial intelligence;2018;Web of Science;DILEMAS CONTEMPORANEOS-EDUCACION POLITICA Y VALORES;6;1;40;;;22;;28;;"Universidad Tecnica Particular de Loja; Universidad Tecnica Particular de Loja";"The complexity as science relates different areas of knowledge, and the topic on debate proposes a collapse of ideological forces; philosophically, it is valid to observe the effects of a change of social structure rooted in the most intimate prejudices centered on the human being, the abstract discussion of the Theories of Law, the primacy of the hermeneutical postulates, the discussions of jurists, the problems of language, the progressive recognition of fundamental rights; all annotated constitutes fully valid arguments to refute the possibility of a transition towards the application of Law through the recurrence to expert Artificial Intelligence legal systems, but do not create, at least for now, conclusive criteria that this projection may not be feasible in the future.";;"Artificial intelligence; expert legal systems; artificial neural networks; administration of justice; application of law";;;ASESORIA & TUTORIAS INVESTIGACION CIENTIFICA EDUCACION;2007-7890;;Spanish;;Article;;Web of Science
"Szekely, D; Cogalniceanu, D; Szekely, P; Denoel, M";"Szekely, Diana; Cogalniceanu, Dan; Szekely, Paul; Denoel, Mathieu";;Adult-Juvenile interactions and temporal niche partitioning between life-stages in a tropical amphibian;2020;Web of Science;PLOS ONE;15;9;e0238949;;;13;10.1371/journal.pone.0238949;81;http://dx.doi.org/10.1371/journal.pone.0238949;"Universidad Tecnica Particular de Loja; Ovidius University; University of Liege";Divergence in ecological niche offers organisms the opportunity of exploiting different food and habitat resources, scaling down competition and predation both among species, and within different age or size-classes of the same species. In harsh environments, where abiotic factors determine a clustering of resources during short timespans, competition and predation between organisms is likely to be enhanced. This is the case in tropical dry forests, where amphibians have limited opportunities to feed, their activity being restricted to the short rainy season. One way to maximize resource exploitation while avoiding predation risk is by adopting different diel activity patterns. We tested this hypothesis by comparing activity patterns in adults and recently metamorphosed juveniles of Pacific horned frogs (Ceratophrys stolzmanni) during field surveys and in an experimental study. Field surveys showed that the adults are strictly nocturnal, whereas freshly metamorphosed juveniles can be found active above ground at all hours, with a peak activity during daytime. The average body condition index of juveniles found active during the night was higher than that of juveniles found active during the day, suggesting that the weaker individuals may be constrained to being active during the day. On the other hand, in a laboratory experiment, juveniles that were visually exposed to adults moved less than those in the absence of adults. Both field and experimental observations indicate a temporal niche divergence between life stages. The results of the experiment offer support to the hypothesis that the juveniles in this species display an inverse activity pattern compared to adults, which can reduce competitive interactions and predation pressure from the larger conspecifics.;"AMBUSH-SITE SELECTION; ONTOGENIC SHIFTS; BODY-SIZE; BEHAVIORAL THERMOREGULATION; ACTIVITY PATTERNS; FORAGING ACTIVITY; DIURNAL ACTIVITY; BUFO-AMERICANUS; WATER ECONOMY; PREDATION";;"Universidad Tecnica Particular de Loja (Convocatoria Estancias Cortas de Investigacion 2019); Wallonie-Bruxelles International (W. B.I.); CCCDI-UEFISCDI (A.N.C.S.: Autoritatea Nationala pentru Cercetare Stiintifica)(Consiliul National al Cercetarii Stiintifice (CNCS)Unitatea Executiva pentru Finantarea Invatamantului Superior, a Cercetarii, Dezvoltarii si Inovarii (UEFISCDI))";DS benefited from a research grant from Universidad Tecnica Particular de Loja (Convocatoria Estancias Cortas de Investigacion 2019). The collaboration between Ovidius University Constanta and University of Liege was supported by Wallonie-Bruxelles International (W. B.I.) and CCCDI-UEFISCDI (A.N.C.S.: Autoritatea Nationala pentru Cercetare Stiintifica) - project no. 105 BM/2017. MD is a Research Director at Fonds de la Recherche Scientifique - FNRS (Belgium).;PUBLIC LIBRARY SCIENCE;1932-6203;;English;;Article;gold, Green Published;Web of Science
"Gonzalez-Suarez, M; D'Amico, M; Mulero-Pazmany, M";"Gonzalez-Suarez, M.; D'Amico, M.; Mulero-Pazmany, M.";;Advancing road ecology in Africa with robust analyses and cautious inferences: a response to Jackson et al. (2017);2017;Web of Science;JOURNAL OF ZOOLOGY;302;4;;224;227;4;10.1111/jzo.12484;12;http://dx.doi.org/10.1111/jzo.12484;"University of Reading; Universidade do Porto; Universidade de Lisboa; Universidad Tecnica Particular de Loja";;"BEHAVIORAL-RESPONSE; VEHICLE";;;;WILEY;0952-8369;;English;;Editorial Material;Green Accepted, Bronze;Web of Science
"Suing, A; Jimenez, LC";"Suing, Abel; Carpio Jimenez, Lilia";;Aesthetics and audiovisual narrative of the catholic youtubers;2020;Web of Science;QUESTION;2;66;e464;;;27;10.24215/16696581e464;35;http://dx.doi.org/10.24215/16696581e464;"Universidad Tecnica Particular de Loja; Universidad Tecnica Particular de Loja";"Some altruistic youtubers seek new stories, as is the case with Catholic youtubers. The objective of this article is to know the aesthetics and narrative of Catholic youtubers. Four Catholic youtubers are analyzed. The hypotheses: 1) The aesthetic shows production processes; and, 2) The Catholic Church participates in an institutional way. The methodology is mixed, through content analysis, semi -structured interviews and discussion group. A slow but conscious movement is observed for founding evangelization experiences through YouTube.";"FORMATS; VIDEOS";"Youtuber; religion; audiovisual narratives; audiovisual content";;;UNIV NACIONAL PLATA, INST INVESTIGACIONES & COMUNICACION-IICOM;1669-6581;;Spanish;;Article;Green Published, gold;Web of Science
"Pereiro-Rozas, AX; Bustamante-Granada, B; Cisneros-Vidal, MA; Juncos-Rabadan, O";"Pereiro-Rozas, Arturo X.; Bustamante-Granada, Byron; Aranzazu Cisneros-Vidal, Maria; Juncos-Rabadan, Onesimo";;Age differences in post-error sequential effect: Insights from a Simon task;2015;Web of Science;INTERNATIONAL PSYCHOGERIATRICS;27;;;S171;S172;2;;0;;"Universidade de Santiago de Compostela; Universidad Tecnica Particular de Loja";;;;;;CAMBRIDGE UNIV PRESS;1041-6102;;English;;Meeting Abstract;;Web of Science
"Gonzalez-Jaramillo, N; Bailon-Moscoso, N; Duarte-Casar, R; Romero-Benavides, JC";"Gonzalez-Jaramillo, Nancy; Bailon-Moscoso, Natalia; Duarte-Casar, Rodrigo; Carlos Romero-Benavides, Juan";;Alibertia patinoi (Cuatrec.) Delprete & CHPerss. (Borojo): food safety, phytochemicals, and aphrodisiac potential;2023;Web of Science;SN APPLIED SCIENCES;5;1;27;;;20;10.1007/s42452-022-05251-1;151;http://dx.doi.org/10.1007/s42452-022-05251-1;"Universidad Tecnica Particular de Loja; Universidad Tecnica Particular de Loja; Universidad Tecnica Particular de Loja; Universidad Tecnica de Manabi";"Although the western discovery of borojo [Alibertia patinoi Cuatrec. (Delprete & C.H.Perss.)] is as recent as 1948, its several traditional uses in gastronomy and medicine, and its fame as an aphrodisiac are long standing and strong: the love juice  extracted from it is very appreciated in Colombia, Ecuador, and Panama. Its medicinal potential, though, is far wider. This literature review aims to summarize the knowledge about the fruit, its ethnomedical uses, its biological activity and phytochemical composition, to validate ethnomedical claims and to help envision future lines of research. Borojo extracts have confirmed antimicrobial and antioxidant, and potential anticancer activities, which can be at least partially explained by its phytochemical composition -compounds isolated and identified through Gas Chromatography, High Performance Liquid Chromatography and spectroscopic and spectrometric techniques- rich in phenolic compounds, some of which, for example oleuropein, chlorogenic acid and rutin, possess proven biological activity. There is potential for borojo products as a source of bioactive natural products, which have not been exhaustively identified despite phytochemical screenings that show the presence of unstudied compound families: terpenoids, alkaloids, steroids; and functional alimentary products. Although its aphrodisiac properties have not been confirmed, several compounds with confirmed aphrodisiac activity in other species, mainly flavonoids, are also found in borojo. These, coupled with its nutritional profile and perhaps compounds yet unidentified, could validate the claim.";"IN-VITRO; ANTIOXIDANT ACTIVITY; PATINOI CUATRECASAS; MEDICINAL-PLANTS; OXIDATIVE STRESS; CHICORIC ACID; VANILLIC ACID; GALLIC ACID; FRUIT; INHIBITION";"Tropical fruit; Ethnopharmacology; Alibertia patinoi (Cuatrec; ) Delprete & C; H; Perss; Phytochemical screening; Aphrodisiacs; Rubiaceae";Universidad Tecnica Particular de Loja (UTPL);The authors are grateful to Universidad Tecnica Particular de Loja (UTPL) for supporting this research;SPRINGER INT PUBL AG;2523-3963;;English;;Review;gold;Web of Science
"Szekely, P; Szekely, D; Armijos-Ojeda, D; Jara-Guerrero, A; Cogalniceanu, D";"Szekely, P.; Szekely, D.; Armijos-Ojeda, D.; Jara-Guerrero, A.; Cogalniceanu, D.";;Amphibians from a tropical dry forest: Arenillas Ecological Reserve, Ecuador;2016;Web of Science;ECOSISTEMAS;25;2;;24;34;11;10.7818/ECOS.2016.25-2.04;27;http://dx.doi.org/10.7818/ECOS.2016.25-2.04;"Ovidius University; Universidad Tecnica Particular de Loja; University of Liege";Arenillas Ecological Reserve (Reserva Ecologica Arenillas - REA) is located in southwestern Ecuador, close to the Peruvian border, and belongs to the Tumbesian Endemism Region and is one of the last remnants of tropical dry forests at altitudes below 100 m a.s.l. Climate is characterized by a rainy season extending from January to May and a dry season extending from June to December. Few studies on the amphibians from the reserve have been made so far. Over a period of twelve months, from 2014 to 2016, we investigated the distribution of amphibians in the REA using regular visual and acoustic survey techniques as well as pitfall traps. Nine species belonging to five families were inventoried, most of them active only during the rainy season. At odds with the usual tropical amphibian communities structure with high species richness but low number of individuals, REA is characterized by a low number of species with a very high number of individuals. Along with species typical for the Tumbesian region, i.e. species specially adapted to dry environments, in the reserve occur also widespread species which are encountered usually in rain forests;DIVERSITY;"tumbesian region; inventory; amphibian distribution; anuran";;;ASOCIACION ESPANOLA ECOLOGIA TERRESTRE;1697-2473;;Spanish;;Article;gold;Web of Science
"Aulestia-Guerrero, EM; Capa-Mora, ED";"Manuel Aulestia-Guerrero, Edgar; Daniel Capa-Mora, Edwin";;An overview of South American food insecurity;2020;Web of Science;CIENCIA & SAUDE COLETIVA;25;7;;2507;2517;11;10.1590/1413-81232020257.27622018;60;http://dx.doi.org/10.1590/1413-81232020257.27622018;Universidad Tecnica Particular de Loja;The scope of this study is to examine the status of Food Insecurity (FI) in each country included in the South American community. To achieve this and considering that it is a current and multifactorial problem, its four pillars were analyzed: food availability, access, stability and use. As a result, it is observed that the misuse of food is the most likely cause of FI in the South American community, however, the lack of availability and inaccessibility of food causes great concern in certain states of the subregion. The most probable origin is the inadequate promotion of good eating habits, in addition to misguided policies that hinder the correct production and/or motivation of the peasants to continue carrying out their activities in agriculture. This problem needs to be addressed as soon as possible as, although it originates in not having the money and/or the necessary nutritional habits, it leads to serious health problems for the inhabitants. The consensus reached is that it is important to enhance policies to eradicate FI in South America, starting with support for food production, and following that up with nutritional interventions that improve the dietary habits of the inhabitants.;"PHYSICAL-ACTIVITY; PROGRAMS; CHILDREN; HABITS; MEXICO";"South America; Food security; Healthy eating; Dietary habits; Community intervention";;;ABRASCO-ASSOC BRASILEIRA POS-GRADUACAO & SAUDE COLETIVA;1413-8123;;Spanish;;Article;Green Published, gold;Web of Science
"Rengel, VKD; Ramirez, MEA; Benavides, AVV";"Duque Rengel, Vanessa Karina; Abendano Ramirez, Monica Elizabeth; Velasquez Benavides, Andrea Victoria";;Analysis of communication factors influencing customer loyalty among university students;2017;Web of Science;REVISTA LATINA DE COMUNICACION SOCIAL;72;7;;751;764;14;10.4185/RLCS-2017-1190;24;http://dx.doi.org/10.4185/RLCS-2017-1190;Universidad Tecnica Particular de Loja;For all types of organisations, having a portfolio of loyal customers has become the social, economic and brand foundation that allows them to remain standing in the changing and unstable environment currently faced by companies. Based on this scenario, and as part of a process of continuous improvement, this research aims to establish guidelines to build customer loyalty among Ecuador's distance-learning undergraduate students, through strategies linked to the improvement of customer service and communication channels, which allow strengthening the sense of belonging of university students. This research is based on the case study of an Ecuadorian university. The relation between this institution and its heterogenous publics is based on the analysis of the opinions of undergraduate distance-learning students. The field work was carried out with a mixed approach that combined qualitative and quantitative data collection instruments ( interviews and surveys, respectively), which allowed for the analysis of the stakeholders' points of view and the drawing of strategic communication guidelines to build customer loyalty.;;"University; students; loyalty; services; communication channels; institutional affiliation";;;LABORATORIO TECNOLOGIAS INFORMACION & NUEVOS ANALISIS COMUNICACION SOCIAL;1138-5820;;Spanish;;Article;Green Submitted;Web of Science
"Mery, DE; Compadre, AJ; Ordonez, PE; Selvik, EJ; Morocho, V; Contreras, J; Malagon, O; Jones, DE; Breen, PJ; Balick, MJ; Gaudio, FG; Guzman, ML; Compadre, CM";"Mery, David E.; Compadre, Amanda J.; Ordonez, Paola E.; Selvik, Edward J.; Morocho, Vladimir; Contreras, Jorge; Malagon, Omar; Jones, Darin E.; Breen, Philip J.; Balick, Michael J.; Gaudio, Flavio G.; Guzman, Monica L.; Compadre, Cesar M.";;Analysis of Plant-Plant Interactions Reveals the Presence of Potent Antileukemic Compounds;2022;Web of Science;MOLECULES;27;9;2928;;;20;10.3390/molecules27092928;85;http://dx.doi.org/10.3390/molecules27092928;"University of Arkansas System; University of Arkansas Medical Sciences; Universidad Tecnica Particular de Loja; Cornell University; Weill Cornell Medicine; New York Botanical Garden; Cornell University; Weill Cornell Medicine";A method to identify anticancer compounds in plants was proposed based on the hypothesis that these compounds are primarily present in plants to provide them with an ecological advantage over neighboring plants and other competitors. According to this view, identifying plants that contain compounds that inhibit or interfere with the development of other plant species may facilitate the discovery of novel anticancer agents. The method was developed and tested using Magnolia grandiflora, Gynoxys verrucosa, Picradeniopsis oppositifolia, and Hedyosmum racemosum, which are plant species known to possess compounds with cytotoxic activities. Plant extracts were screened for growth inhibitory activity, and then a thin-layer chromatography bioautography assay was conducted. This located the major antileukemic compounds 1, 2, 4, and 5 in the extracts. Once the active compounds were located, they were extracted and purified, and their structures were determined. The growth inhibitory activity of the purified compounds showed a significant correlation with their antileukemic activity. The proposed approach is rapid, inexpensive, and can easily be implemented in areas of the world with high biodiversity but with less access to advanced facilities and biological assays.;"SESQUITERPENE LACTONES; NATURAL-PRODUCTS; DRUG; PODOPHYLLOTOXIN; ACCUMULATION; CAMPTOTHECIN; PARTHENOLIDE; GROWTH; INHIBITORS; EXPRESSION";"antileukemic activity; allelopathic activity; sesquiterpene lactones; plant-plant interactions; anticancer compound screening; traditional medicine";"NSF MRI program(National Science Foundation (NSF)NSF - Office of the Director (OD)); New York Botanical Garden";The diffractometer experiments were conducted by Sean Parkin, X-Ray Facility, University of Kentucky, and his equipment was funded by the NSF MRI program under grants CHE-0319176 and CHE-1625732. Daniel E. Atha, from the New York Botanical Garden, identified the botanical specimens of Magnolia grandiflora and Picradeniopsis oppositifolia.;MDPI;;;English;;Article;gold, Green Published;Web of Science
"Loaiza-Aguirre, MI; Andrade-Abarca, PS";"Isabel Loaiza-Aguirre, Maria; Salome Andrade-Abarca, Paola";;Analysis of professional development programs for university faculty;2021;Web of Science;REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE;63;;;161;195;35;10.35575/rvucn.n63a7;60;http://dx.doi.org/10.35575/rvucn.n63a7;Universidad Tecnica Particular de Loja;"Professional development programs are designed considering elements focused on how to help university faculty in the areas: teaching, research and management; attending to the identified needs and interests, activities, stages of training, evaluation and transfer. The objective of this research was analyzed the Professional Development Programs offered in a group of Higher Education Institutions in Ecuador and diagnose the actions that have been implemented in this context. To collect the information, the interview was used, organizing the data through a Categorial Registry System with four categories: (1) Context; (2) Planning and Design; (3) Development and Start-up; and, (4) Monitoring and Quality Management. The most relevant results showed that Professional Development Programs are fragmented into isolated courses without responding to common objectives, few universities maintain an integral structure. The study concluded that the institutionalization of training actions is an element that must be considered in the strategic plans of the universities, integrating them to the needs to manage policies that motivate teachers to value the importance of their professional development. The findings contribute to the field of teacher professional development, providing a comprehensive analysis against specific studies.";TEACHER;"Development professional; Higher education; Teacher training; University professor; University";;;FUNDACION UNIV CATOLICA NORTE;0124-5821;;Spanish;;Article;Green Submitted, gold;Web of Science
"Maldonado-Rivera, J; Mediano, CM";"Maldonado-Rivera, Judith; Martinez Mediano, Catalina";;Analysis of the evaluation models of distance postgraduate programs in Latin America and the Caribbean;2016;Web of Science;BORDON-REVISTA DE PEDAGOGIA;68;3;;73;90;18;10.13042/Bordon.2016.68305;33;http://dx.doi.org/10.13042/Bordon.2016.68305;"Universidad Tecnica Particular de Loja; Universidad Nacional de Educacion a Distancia (UNED)";INTRODUCTION. Today, increasingly, in Latin America and the Caribbean, it is assumed, as a legal imperative, that postgraduate programs, offered by higher institutional education, on-site as well as off-site, meet the quality criteria assigned by the nationals agencies for evaluation and accreditation of quality, in the region. Since off-site postgraduate degrees are increasingly important to meet society's needs and expectations in regards to training and specialization, it is imperative to clarify the framework that supports the evaluation of the quality of off-site postgraduate degrees in Latin America and the Caribbean. METHOD. To this end, a comparative analysis of the models for quality assurance of off-site postgraduate degrees has been conducted, designed by the agencies of evaluation and accreditation of quality in the region. RESULTS. The results show, as main features, the models' unity on the approach to quality assurance, with the dual aim of developing the quality commitment and continuous improvement, from the internal evaluation perspective, together with the commitment with transparency and accountability with society, in its external evaluation aspect. DISCUSSION. It verifies that the National quality assurance of distance education, and off-site postgraduate programs in particular, apply the same evaluation models, with similar foundations and procedures to ensure the quality standards of the institutions and their programs and, thus, facilitate graduate mobility in the area.;LOGIC;"Quality Assurance; Quality Models; Evaluation; Postgraduate Programs; Distance Education; Latin Americans and Caribbean";;;CENTRO CIENCIAS HUMANAS & SOCIALES-CSIC;0210-5934;;Spanish;;Article;Green Submitted, Bronze;Web of Science
Contreras-Jaramillo, MA;Andres Contreras-Jaramillo, Mario;;Analysis of the sustainability of the Ecuadorian pension system, 2013-2025;2018;Web of Science;PAPELES DE POBLACION;24;96;;29;62;34;10.22185/24487147.2018.96.14;14;http://dx.doi.org/10.22185/24487147.2018.96.14;Universidad Tecnica Particular de Loja;The present investigation has as main objective to determine the amount of the retirement pension expenditure to be financed by payer during the period 2013-2025, taking as a variable incidence of the population factor to determine whether the Pension System of Ecuador is sustainable in the long term. In the first instance it is made a review of Social Security in a global context throughout history, later, it emphasizes the role of the same in Ecuador, of its pension system, Regulations (Social Security Act) and their characteristics. A brief conceptual and empirical review on demography, post this is used to quantify the future of pension expenditure, using for this purpose a projection model that considers the demographic factor, the evolution of the number of contributors and the evolution of the number of pensioners as relevant factors that determine both the coverage and the level of pensions in Ecuador. Finally, the main findings of the research, which will be used to understand current spending on pensions in Ecuador and, above all, help elucidate what might happen to the same in the future.;;"Social Security; pensions; sustainability; Demography";;;UNIV AUTONOMA ESTADO MEXICO;1405-7425;;Spanish;;Article;gold, Green Submitted;Web of Science
"Mora, LM; Zambrano, FN; Monteros, MA; Valdivieso, RA";"Moncada Mora, Luis; Negrete Zambrano, Fernando; Arias Monteros, Max; Armijos Valdivieso, Ramiro";;Analysis of the triad: academic integration, permanence and geographic dispersion;2019;Web of Science;RIED-REVISTA IBEROAMERICANA DE EDUCACION A DISTANCIA;22;1;;271;288;18;10.5944/ried.22.1.22001;28;http://dx.doi.org/10.5944/ried.22.1.22001;Universidad Tecnica Particular de Loja;"This article examines the relationship between the decision to stay or drop out of university and the immediate academic performance. This follows the pattern of geographic dispersion of student population, which is one of the main strengths of distance education. The information, the basis of the research, corresponds to a cohort of students enrolled in a distance learning degree program of the Universidad Tecnica Particular de Loja (UTPL). Using statistical and econometric techniques - mainly multilevel probability models - it was possible to determine that there is a positive effect of the immediate academic performance in the decision that the students take to stay in the studies. This pattern of behavior was maintained in all the support centers of UTPL has, regardless of its size and distance from the headquarters; that is, the geographical dispersion of the student's enrollment center or place of residence is not a factor that influences the decisions it makes. The aversion to loss is the main factor explaining the behavior, the fact of not being efficient generates a direct and immediate effect, as it is natural, it does not find meaning in its permanence since it has not been properly integrated.";"DROP-OUT; EDUCATION";"Dropout; integration; distance education; statistical model";;;ASOC IBEROAMERICANA EDUCACION SUPERIOR DISTANCIA;1138-2783;;Spanish;;Article;Green Submitted, gold;Web of Science
"Alejandro-Espinosa, M; Jaramillo-Fierro, X; Ojeda-Riascos, S; Malagon-Aviles, O; Ramirez-Robles, J";"Alejandro-Espinosa, Monica; Jaramillo-Fierro, Ximena; Ojeda-Riascos, Santiago; Malagon-Aviles, Omar; Ramirez-Robles, Jorge";;Antioxidant and antihyperglycemic activity of the medicinal specie Oreocallis grandiflora (Lam.) R. Br., in southern Ecuador;2013;Web of Science;BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS;12;1;;59;68;10;;56;;Universidad Tecnica Particular de Loja;In this study we evaluated the antioxidant and antihyperglycemic activity in vitro of the extracts obtained with solvents: hexane, ethyl acetate and methanol, of the medicinal plant Oreocallis grandiflora (cucharillo), collected in the Saraguro indian community of the province Loja, southern Ecuador. The antioxidant activity was evaluated by the tests: DPPH, FOLIN-CIOCALTEU and beta-CLAMS, while the antihyperglycemic activity was determined by inhibition assay alpha-amylase and alpha-glucosidase. The samples were diluted to different concentrations and the reading was performed in a UV spectrophotometer, using as positive control alpha-tocopherol for DPPH and Folin-ciocalteu test, trolox for beta-CLAMS test, and Glucobay (R) for testing alpha-amylase and alpha-glucosidase. The results are expressed as IC50, these show that the methanol extract of Oreocallis grandiflora has inhibitory effect on alpha-amylase, the IC50 is 109 mu g/ml, compared to 126 mu g/ml of Glucobay (R). It also shows inhibitory effect on alpha-glucosidase, the IC50 is 3 mu g/ml compared to 1316 mu g/ml of Glucobay (R). It also shows antioxidant activity, its IC50 is 15 mu g/ml compared to 5 mu g/ml of alpha-tocopherol.;"IN-VITRO; ALPHA-GLUCOSIDASE; OXIDATIVE STRESS; PLANTS; CAPACITY; HYPERTENSION; INHIBITION; OXIDANTS; EXTRACTS; HERBS";"medicinal plant; antioxidant; antihyperglycemic; alpha-tocopherol; DPPH; Folin-ciocalteu; trolox; Glucobay (R); alpha-amylase and alpha-glucosidase";;;MS-EDITIONS;0717-7917;;Spanish;;Article;;Web of Science
"Andrade-Abarca, PS; Ramon-Jaramillo, LN; Loaiza-Aguirre, MI";"Andrade-Abarca, Paola S.; Ramon-Jaramillo, Lizeth N.; Loaiza-Aguirre, Maria I.";;Application of the SEEQ as an instrument to evaluate university teaching activity;2018;Web of Science;RIE-REVISTA DE INVESTIGACION EDUCATIVA;36;1;;259;275;17;10.6018/rie.36.1.260741;44;http://dx.doi.org/10.6018/rie.36.1.260741;Universidad Tecnica Particular de Loja;"This research has applied the questionnaire Student Evaluation of Educational Quality (SEEQ) in the Latin American context, in order to know the perception of students about the university teaching activity. The quantitative method was used to perform a careful measurement of the variables, using a descriptive and inferential analysis. The sample was composed of 820 students in a Latin American university, who were enrolled in different courses and areas of knowledge. The reliability of the instrument has been checked by applying it in a different context from the one where it was developed. The main results show that: (1) university professors have a better performance in the learning and assignment dimensions; (2) students perceive that encouragement, motivation and assignments improve their learning; and (3) weaknesses have been identified in teachers' social skills, since their abilities to interact with students and attract their attention have been rated low. On the basis of the connections detected among the assessed dimensions, these weaknesses can be overcome by developing strategies for the training of teachers from a holistic perspective of the teaching- learning process.";"STUDENTS EVALUATIONS; VALIDITY";"evaluation criterion; teacher evaluation; SEEQ; university";;;EDIT UM-EDICIONES UNIV MURCIA;0212-4068;;Spanish;;Article;gold;Web of Science
"Penate, MU; Garcia, ARS; Herrera, RA; Gomez, AAH; Penate, AV";"Ugando Penate, Mikel; Sabando Garcia, Angel Ramon; Armas Herrera, Reinaldo; Higuerey Gomez, Angel Alexander; Villalon Penate, Antonio";;Applied Econometric Modeling and forecasts of exportable levels for the barraganete banana in the province of Santo Domingo de los Tsachilas, Ecuador;2023;Web of Science;REVISTA DE LA UNIVERSIDAD DEL ZULIA;14;39;;139;161;23;10.46925//rdluz.39.08;38;http://dx.doi.org/10.46925//rdluz.39.08;"Pontificia Universidad Catolica del Ecuador; Universidad Tecnica Particular de Loja";"The main objective of this research is the implementation of innovative techniques for applied econometric modeling and forecasts of exportable levels of barraganete banana (Musa balbissiana, AAB) for Ecuador. Within the study, a quantitative, correlational and predictive methodology is used, with the use of various econometric random variables: sales, monthly expenses, sale price and number of exported boxes of bananas, taking into account the export levels for Chile, the United States and Spain. The company FAVAYE S.A. was taken as a case study, collecting data for the period November 2019 to July 2022. Through the application of multiple linear regression and the integrated moving average autoregressive model of Box and Jenkins, a high correlation of the regressor variables is evidenced; monthly costs, sales price and number of exported boxes based on sales in thousands of dollars. The stochastic modeling presented a high stationary connection, discovering a reliable modeling with the validations of the assumptions. The partial results show that the econometric analysis through linear regression presented a close correlation and by default, the monthly costs are taxed more heavily on sales, and with a lower proportion the number of boxes exported and the sale price of the banana. The ARIMA stochastic technique indicates a high stationary correlation, an appropriate Bayesian index and the parameters of the ARIMA model generated an optimistic trend, for the forecasts of sales, monthly costs, price and number of exported boxes of bananas until the end of the year 2023. It is concluded, the presence of appropriate scenarios and suitable indicators for increments in exportable levels of bananas for Ecuador.";;"Correlation; agricultural economics; econometrics; agricultural statistics; exportation";;;UNIV ZULIA, FAC HUMANIDADES EDUCACION, CENTRO INVE;0041-8811;;Spanish;;Article;hybrid, Green Submitted;Web of Science
"Santillan-Espinoza, DI; Cevallos-Ramos, CD; Inca-Falconi, AF; Andino-Penafiel, EE";"Santillan-Espinoza, Diego Ivan; Cevallos-Ramos, Carina del Rocio; Inca-Falconi, Alex Fabian; Andino-Penafiel, Erica Estefania";;Approaches to education policies on the global scene of the post-COVID 19 pandemic;2022;Web of Science;CUESTIONES POLITICAS;40;73;;854;867;15;10.46398/cuestpol.4073.49;11;http://dx.doi.org/10.46398/cuestpol.4073.49;Universidad Tecnica Particular de Loja;The COVID 19 pandemic had an unusual multidimensional impact on humanity as a whole, creating or recreating new or renewed forms of relationship between people, communities and the state, as an articulating entity of social relations and spaces of human development. In this context, the general use of ICTs in teaching-learning processes at all levels of the educational system is common, to the detriment of the person-to-person encounter affected by social distancing. The objective of the article is to describe a useful conceptual framework to redefine educational policies in accordance with the new realities that characterize post-pandemic scenarios in Ecuador. Methodologically it is a documentary, analytical and prospective research. The authors conclude that investment in education is considered urgent since its material and symbolic spaces mean for the majority of young people the most legitimate opportunity to train, achieve better opportunities and ascend socially, a situation that reduces the dynamics of social conflict.;;"education policies; socio-educational scenarios; cutting-edge education; prospective analysis; human development";;;UNIV ZULIA, FAC CIENCIAS JURIDICAS & POLITICAS;0798-1406;;Spanish;;Article;gold;Web of Science
"Yunga-Godoy, DC; Aguirre, MIL; Ramon-Jaramillo, LN; Bravo, LP";"Yunga-Godoy, Deisi C.; Loaiza Aguirre, Maria I.; Ramon-Jaramillo, Lizeth N.; Puertas Bravo, Lucia";;Approaches to Teaching Inventory in Higher Education: An exploration from the Latin-American Perspective;2016;Web of Science;PROFESORADO-REVISTA DE CURRICULUM Y FORMACION DE PROFESORADO;20;3;;313;333;21;;33;;Universidad Tecnica Particular de Loja;;CONCEPTIONS;;;;UNIV GRANADA, GRUPO INVESTIGACION FORCE;1138-414X;;Spanish;;Article;;Web of Science
